"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*ABBOTSFORD A","BC"," 49°01'31.000"" N","122°21'36.000"" W","59.1 m","1100030","71108","YXX"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Extreme Daily","9.4","11.5","11.7","13.9","15.1","15.7","15.6","14.8","13.1","10.5","9.5","8.0","",""
"Date (yyyy/dd)","1988/31","1996/29","1998/28","1976/29","1982/29","1985/17","1972/02","1998/03","1993/02","1999/02","1970/02","1972/06",""," "
"Humidex"
"Extreme Humidex","18.8","20.0","24.8","31.2","39.5","38.6","46.2","43.4","40.1","31.2","21.0","18.9","",""
"Date (yyyy/dd)","2005/19","1968/27","1994/28","1987/27","1983/29","2008/29","1961/12","1981/09","1988/02","1980/05","1954/01","2005/24",""," "
"Days with Humidex >= 30","0.0","0.0","0.0","0.1","0.9","2.6","7.4","8.5","3.2","0.0","0.0","0.0","22.6","A"
"Days with Humidex >= 35","0.0","0.0","0.0","0.0","0.1","0.6","2.2","1.9","0.2","0.0","0.0","0.0","4.9","A"
"Days with Humidex >= 40","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","0.0","0.0","0.0","0.0","0.5","A"
"Wind Chill"
"Extreme Wind Chill","-26.6","-29.6","-19.7","-7.3","-4.0","0.0","0.0","0.0","-5.4","-13.9","-27.6","-33.3","",""
"Date (yyyy/dd)","1969/28","1989/01","1955/04","1975/01","1965/06","1953/01","1953/01","1953/01","1972/27","1984/31","1985/27","1968/29",""," "
"Days with Wind Chill < -20","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.3","0.8","A"
"Days with Wind Chill < -30","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Wind Chill < -40","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Humidity"
"Average Vapour Pressure (kPa)","0.7","0.7","0.7","0.8","1.1","1.2","1.4","1.4","1.3","1.0","0.8","0.6","1.0","A"
"Average Relative Humidity - 0600LST (%)","84.2","81.6","84.2","84.4","83.2","82.5","83.9","86.4","89.0","88.0","86.6","83.4","84.8","A"
"Average Relative Humidity - 1500LST (%)","73.3","62.9","59.9","56.0","56.5","57.1","54.5","53.2","56.4","66.1","74.3","74.5","62.1","A"
"Pressure"
"Average Station Pressure (kPa)","101.0","101.0","100.9","101.0","101.0","101.0","101.0","101.0","101.0","101.1","100.9","101.0","101.0","A"
"Average Sea Level Pressure (kPa)","101.7","101.7","101.6","101.7","101.7","101.7","101.7","101.7","101.7","101.8","101.6","101.8","101.7","A"
"Visibility (hours with)"
"< 1 km","19.5","8.6","4.0","1.5","0.4","0.8","1.4","2.5","13.0","23.9","10.8","19.4","105.8","C"
"1 to 9 km","113.6","70.9","60.3","33.4","33.2","29.4","27.4","32.7","63.1","108.4","97.7","98.4","768.3","C"
"> 9 km","610.8","598.3","679.7","685.2","710.4","689.9","715.3","708.8","643.9","611.7","611.5","626.2","7891.7","C"
"Cloud Amount (hours with)"
"0 to 2 tenths","111.8","118.6","118.3","103.7","132.1","126.4","259.3","270.5","243.9","140.8","91.0","105.5","1821.9","C"
"3 to 7 tenths","84.8","99.1","131.0","147.1","163.8","151.1","169.3","177.6","155.9","134.5","90.4","103.8","1608.3","C"
"8 to 10 tenths","547.5","460.1","494.6","469.2","448.1","442.5","315.4","295.9","320.2","468.8","538.7","534.7","5335.6","C"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","April     07","A"
"Average Date of First Fall Frost","November  01","A"
"Average Length of Frost-Free Period","208 Days","A"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","May 07","May 01","Apr 30","Apr 20","Apr 10","Apr 07","Mar 26"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Sep 30","Oct 11","Oct 16","Oct 23","Oct 31","Nov 04","Nov 18"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","156","167","173","180","199","213","223"
