"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*CHATHAM POINT","BC"," 50°19'59.500"" N","125°26'44.000"" W","22.9 m","1021480","","WFM"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Extreme Daily Rainfall (mm)","84.3","78.0","78.5","63.6","61.2","61.6","78.2","113.8","70.9","90.7","122.2","83.8","",""
"Date (yyyy/dd)","1968/13","1979/08","1974/26","2003/07","1993/05","1986/19","1972/11","1978/11","1972/20","1963/20","1995/17","1990/03",""," "
"Extreme Daily Snowfall (cm)","34.4","25.0","20.1","22.6","0.0","0.0","0.0","0.0","0.0","12.0","26.0","35.3","",""
"Date (yyyy/dd)","1978/03","1979/24","1962/04","1972/10","1959/01","1959/01","1958/01","1958/01","1958/01","1984/31","1996/16","1964/19",""," "
"Extreme Daily Precipitation (mm)","84.3","96.0","78.5","63.6","61.2","61.6","78.2","113.8","70.9","90.7","122.2","83.8","",""
"Date (yyyy/dd)","1968/13","1979/24","1974/26","2003/07","1993/05","1986/19","1972/11","1978/11","1972/20","1963/20","1995/17","1990/03",""," "
"Extreme Snow Depth (cm)","74","61","36","2","0","0","0","0","0","0","26","61","",""
"Date (yyyy/dd)","1969/14","1969/01","1966/19","1982/02","1962/01","1962/01","1962/01","1962/01","1962/01","1962/01","1996/17","1964/29",""," "
"Days with Maximum Temperature"
"<= 0 °C","1.5","0.56","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.81","1.2","4.1","C"
"> 0 °C","29.5","27.7","31.0","30.0","31.0","30.0","31.0","31.0","30.0","31.0","29.2","29.8","361.1","C"
"> 10 °C","1.3","1.5","8.4","21.1","29.7","30.0","31.0","31.0","30.0","21.7","4.1","0.80","210.6","C"
"> 20 °C","0.0","0.0","0.0","0.54","2.9","6.8","14.1","12.5","2.2","0.0","0.0","0.0","39.0","C"
"> 30 °C","0.0","0.0","0.0","0.0","0.04","0.08","0.08","0.0","0.0","0.0","0.0","0.0","0.20","C"
"> 35 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Days with Minimum Temperature"
"> 0 °C","24.9","23.2","28.9","29.9","31.0","30.0","31.0","31.0","30.0","30.7","27.7","25.4","343.6","A"
"<= 2 °C","13.2","11.5","7.5","1.4","0.0","0.0","0.0","0.0","0.0","0.77","5.9","13.7","53.9","A"
"<= 0 °C","6.1","5.1","2.1","0.04","0.0","0.0","0.0","0.0","0.0","0.31","2.3","5.6","21.5","A"
"< -2 °C","2.5","1.4","0.31","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.92","2.0","7.2","A"
"< -10 °C","0.0","0.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.08","0.0","0.19","A"
"< -20 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"< - 30 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Rainfall"
">= 0.2 mm","21.2","16.6","20.2","18.0","16.4","14.4","9.2","9.9","12.3","20.1","22.9","21.4","202.5","A"
">= 5 mm","14.0","10.2","11.9","10.2","7.9","6.4","3.8","4.3","5.2","12.5","15.3","14.0","115.6","A"
">= 10 mm","10.2","7.0","7.7","6.0","4.6","4.1","2.4","2.5","3.2","8.5","12.1","9.8","78.1","A"
">= 25 mm","3.5","2.3","1.9","1.4","1.1","1.1","0.73","0.96","1.2","4.0","4.4","3.6","26.0","A"
"Days With Snowfall"
">= 0.2 cm","2.6","2.2","1.2","0.04","0.0","0.0","0.0","0.0","0.0","0.12","1.4","2.9","10.5","A"
">= 5 cm","1.1","0.70","0.27","0.0","0.0","0.0","0.0","0.0","0.0","0.08","0.23","0.88","3.3","A"
">= 10 cm","0.33","0.30","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.12","0.36","1.2","A"
">= 25 cm","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.12","0.20","A"
"Days with Precipitation"
">= 0.2 mm","22.4","17.6","20.7","18.0","16.4","14.4","9.2","9.9","12.3","20.2","23.2","22.5","206.6","A"
">= 5 mm","14.9","10.8","12.1","10.2","7.9","6.4","3.8","4.3","5.2","12.5","15.5","14.7","118.3","A"
">= 10 mm","11.0","7.4","7.9","6.0","4.6","4.1","2.4","2.5","3.2","8.5","12.2","10.3","80.1","A"
">= 25 mm","3.6","2.3","1.9","1.4","1.1","1.1","0.73","0.96","1.2","4.0","4.5","3.8","26.5","A"
"Days with Snow Depth"
">= 1 cm","1.9","1.1","0.52","0.04","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.9","6.5","D"
">= 5 cm","0.53","0.32","0.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.64","1.2","2.8","D"
">= 10 cm","0.06","0.11","0.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.41","0.53","1.3","D"
">= 20 cm","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.18","0.18","0.36","D"
"Wind"
"Speed (km/h)","12.3","11.7","11.8","13.6","15.5","17.2","19.9","17.8","14.8","11.8","13.1","12.6","14.3","D"
"Most Frequent Direction","SE","SE","SE","SE","NW","NW","NW","NW","NW","SE","SE","SE","SE","D"
"Maximum Hourly Speed (km/h)","74.0","102.0","83.0","74.0","74.0","65.0","68.0","83.0","83.0","93.0","82.0","108.0","108.0",""
"Date (yyyy/dd)","1996/03","1999/02","1995/21","2001/29","1996/27","1998/13","1972/17","1997/14","1999/25","1996/17","2001/15","1988/01","1988/01"," "
"Direction of Maximum Hourly Speed","NW","NW","SE","SE","NW","NW","SW","NW","NW","SE","SE","E","E",""
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Above 18 °C","0.0","0.0","0.0","0.0","0.4","2.2","5.0","4.6","0.1","0.0","0.0","0.0","12.3","C"
"Above 15 °C","0.0","0.0","0.0","0.2","3.9","15.2","42.1","40.3","5.2","0.0","0.0","0.0","106.9","C"
"Above 10 °C","0.1","0.0","0.3","11.9","63.5","124.2","187.4","185.4","99.7","15.7","0.8","0.1","689.1","C"
"Above 5 °C","22.9","22.1","49.8","111.9","209.1","274.1","342.4","340.4","249.2","135.0","44.8","18.6","1820.2","C"
"Above 0 °C","132.3","132.8","193.7","261.4","364.1","424.1","497.4","495.4","399.2","288.5","176.4","128.2","3493.4","C"
"Below 0 °C","6.2","3.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.1","3.9","5.7","19.1","C"
"Below 5 °C","51.9","33.4","11.4","0.5","0.0","0.0","0.0","0.0","0.0","1.5","22.3","51.1","172.0","C"
"Below 10 °C","184.0","152.5","116.9","50.5","9.4","0.1","0.0","0.0","0.5","37.2","128.3","187.6","867.0","C"
"Below 15 °C","339.0","293.6","271.6","188.9","104.8","41.1","9.6","9.9","56.0","176.5","277.5","342.5","2110.9","C"
"Below 18 °C","432.0","378.2","364.6","278.6","194.3","118.1","65.5","67.2","140.9","269.5","367.5","435.5","3112.0","C"
"Humidex"
"Extreme Humidex","10.6","17.0","14.6","21.3","26.5","32.9","34.8","29.6","25.0","20.4","14.8","14.6","",""
"Date (yyyy/dd)","1995/31","1998/23","1994/29","1998/30","1995/25","1995/29","1998/27","1998/12","1995/02","1996/09","2001/15","1994/13",""," "
"Wind Chill"
"Extreme Wind Chill","-16.7","-8.9","-7.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-14.0","-17.3","",""
"Date (yyyy/dd)","1996/29","1996/01","1996/04","1994/01","1994/01","1994/01","1994/01","1994/01","1994/01","1994/01","1996/22","1996/28",""," "


