"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*WHISTLER","BC"," 50°07'44.001"" N","122°57'17.400"" W","657.8 m","1048898","","WAE"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"3 to 7 tenths","","80.0","109.0","","","","","","","","","","",""
"8 to 10 tenths","","456.0","541.0","","","","","","","","","","",""

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","May       18","C"
"Average Date of First Fall Frost","September 25","C"
"Average Length of Frost-Free Period","130 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Jun 03","May 26","May 23","May 19","May 13","May 10","Apr 30"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Sep 09","Sep 18","Sep 21","Sep 28","Oct 04","Oct 04","Oct 11"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","97","118","122","134","140","144","156"
