"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*TOFINO A","BC"," 49°04'56.000"" N","125°46'21.020"" W","24.5 m","1038205","","YAZ"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
">= 25 cm","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.08","A"
"Days with Precipitation"
">= 0.2 mm","22.7","18.7","21.7","18.4","15.7","13.8","10.0","10.9","11.7","19.4","22.9","21.9","207.8","A"
">= 5 mm","17.1","12.9","14.5","12.3","8.1","6.7","3.4","4.0","5.4","13.0","17.1","15.9","130.4","A"
">= 10 mm","13.8","10.3","11.1","8.8","5.5","4.7","2.1","2.6","4.0","10.4","13.9","12.4","99.6","A"
">= 25 mm","6.4","4.7","4.2","3.5","1.6","1.3","0.58","0.88","1.7","5.0","7.4","6.6","43.8","A"
"Days with Snow Depth"
">= 1 cm","1.2","0.65","0.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.24","0.67","2.9","D"
">= 5 cm","0.47","0.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.17","0.84","D"
">= 10 cm","0.16","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06","0.27","D"
">= 20 cm","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","D"
"Wind"
"Maximum Hourly Speed (km/h)","74.0","77.0","72.0","64.0","64.0","64.0","50.0","56.0","80.0","77.0","100.0","80.0","100.0",""
"Date (yyyy/dd)","1976/11","1969/07","1962/23","1960/13","1963/06","1962/01","1962/14","1975/07","1962/28","1962/12","1962/29","1967/06","1962/29"," "
"Direction of Maximum Hourly Speed","W","SE","S","SE","S","SE","W","SE","SE","S","S","SE","S",""
"Maximum Gust Speed (km/h)","129.0","111.0","108.0","95.0","90.0","80.0","80.0","74.0","113.0","113.0","117.0","130.0","130.0",""
"Date (yyyy/dd)","1964/19","1969/10","1961/07","1969/04","1963/05","1962/01","1968/11","1964/29","1962/28","1962/12","1962/29","1968/13","1968/13"," "
"Direction of Maximum Gust","W","SE","E","SE","SE","SE","SE","W","SE","S","S","SE","SE",""
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Above 18 °C","0.0","0.0","0.0","0.0","0.1","1.1","2.8","2.6","0.2","0.0","0.0","0.0","6.8","A"
"Above 15 °C","0.0","0.0","0.0","0.0","0.9","6.4","18.2","21.0","8.1","0.1","0.0","0.0","54.7","A"
"Above 10 °C","0.9","0.7","1.0","6.3","37.2","87.5","145.8","154.6","103.9","27.0","4.1","0.3","569.2","A"
"Above 5 °C","43.0","37.0","54.6","90.1","171.3","236.6","300.8","309.6","252.8","154.3","69.0","34.9","1753.9","A"
"Above 0 °C","167.3","154.9","200.0","238.6","326.3","386.6","455.8","464.6","402.8","308.4","205.9","157.0","3468.0","A"
"Below 0 °C","1.9","1.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","2.5","7.2","A"
"Below 5 °C","32.6","24.5","9.7","1.6","0.0","0.0","0.0","0.0","0.0","0.9","14.6","35.4","119.2","A"
"Below 10 °C","145.5","129.2","111.1","67.7","20.9","0.9","0.0","0.0","1.1","28.6","99.8","155.8","760.6","A"
"Below 15 °C","299.6","269.7","265.1","211.5","139.7","69.8","27.4","21.4","55.3","156.7","245.7","310.5","2072.2","A"
"Below 18 °C","392.6","354.3","358.1","301.4","231.8","154.5","105.0","96.0","137.5","249.6","335.7","403.5","3120.0","A"
"Bright Sunshine"
"Total Hours","58.6","81.6","126.3","170.3","203.1","190.9","226.7","199.6","175.8","116.1","62.5","56.5","1668.1","C"
"Days with measurable","16.7","18.1","23.7","24.7","26.1","25.9","27.9","27.6","26.0","22.0","17.3","17.0","272.8","C"
"% of possible daylight hours","21.7","28.5","34.3","41.5","42.9","39.4","46.4","44.8","46.4","34.6","22.7","22.0","35.4","C"
"Extreme Daily","8.1","9.5","11.3","13.9","15.2","15.2","16.0","14.3","12.6","10.3","8.6","7.6","",""
"Date (yyyy/dd)","1975/28","1976/29","1979/27","1976/27","1978/30","1976/06","1975/22","1977/10","1975/12","1972/03","1973/01","1998/17",""," "
"Humidex"
"Extreme Humidex","18.3","18.4","18.1","23.0","27.6","32.9","35.5","42.7","33.6","25.9","20.6","15.2","",""
"Date (yyyy/dd)","1986/12","2006/10","2004/29","1960/27","2005/27","2003/06","1961/12","1961/11","1963/09","1991/10","1970/03","1997/13",""," "
"Wind Chill"
"Extreme Wind Chill","-17.9","-16.7","-8.7","-6.5","0.0","0.0","0.0","0.0","0.0","-5.9","-13.8","-16.1","",""
"Date (yyyy/dd)","1969/30","1989/01","1962/01","1976/01","1960/01","1960/01","1960/01","1960/01","1960/01","1984/31","1985/29","1964/16",""," "
"Humidity"
"Average Relative Humidity - 1500LST (%)","83.6","76.7","75.6","73.2","71.3","71.7","71.7","74.8","73.2","79.3","82.9","84.6","76.5","A"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","April     10","C"
"Average Date of First Fall Frost","November  03","C"
"Average Length of Frost-Free Period","206 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","May 02","Apr 27","Apr 22","Apr 15","Apr 06","Apr 01","Mar 21"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Oct 17","Oct 26","Oct 29","Nov 02","Nov 07","Nov 09","Nov 24"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","175","188","195","202","211","221","240"
