"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*COMOX A","BC"," 49°43'00.000"" N","124°54'00.000"" W","25.6 m","1021830","71893","YQQ"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Extreme Daily Precipitation (mm)","77.0","80.2","66.8","46.5","29.2","39.4","41.2","69.1","42.2","65.5","78.8","113.0","",""
"Date (yyyy/dd)","1968/18","1983/11","1997/17","1962/27","1973/23","1992/29","2009/06","1957/11","1973/20","1975/29","1998/24","1957/22",""," "
"Extreme Snow Depth (cm)","63","46","37","0","0","0","0","0","0","0","21","71","",""
"Date (yyyy/dd)","1978/05","1975/13","1996/04","1955/01","1955/01","1955/01","1955/01","1955/01","1955/01","1955/01","1977/24","1964/31",""," "
"Days with Maximum Temperature"
"<= 0 °C","1.0","0.20","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.73","1.3","3.3","A"
"> 0 °C","30.0","28.0","31.0","30.0","31.0","30.0","31.0","31.0","30.0","31.0","29.3","29.7","361.9","A"
"> 10 °C","2.7","3.8","13.6","25.1","30.8","30.0","31.0","31.0","30.0","27.0","8.2","1.7","234.8","A"
"> 20 °C","0.0","0.0","0.0","0.70","4.9","11.9","23.9","24.3","10.3","0.27","0.0","0.0","76.2","A"
"> 30 °C","0.0","0.0","0.0","0.0","0.07","0.57","1.1","0.63","0.0","0.0","0.0","0.0","2.3","A"
"> 35 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.03","A"
"Days with Minimum Temperature"
"> 0 °C","20.2","17.7","24.4","28.7","31.0","30.0","31.0","31.0","30.0","30.0","24.0","18.3","316.4","A"
"<= 2 °C","18.2","16.7","14.3","5.9","0.53","0.03","0.0","0.0","0.07","3.4","12.4","19.6","91.2","A"
"<= 0 °C","10.8","10.5","6.6","1.3","0.0","0.0","0.0","0.0","0.0","0.97","6.0","12.7","48.8","A"
"< -2 °C","4.7","4.3","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.20","2.1","4.9","17.5","A"
"< -10 °C","0.13","0.10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.20","0.07","0.50","A"
"< -20 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"< - 30 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Rainfall"
">= 0.2 mm","19.0","15.3","16.4","14.3","12.8","11.0","7.9","7.2","9.2","16.6","19.7","19.5","168.9","A"
">= 5 mm","9.8","6.7","6.2","4.9","3.1","2.9","1.6","1.7","2.8","7.5","10.2","9.6","66.9","A"
">= 10 mm","6.1","3.4","3.1","1.7","1.1","0.90","0.63","0.87","1.2","4.0","6.8","5.7","35.4","A"
">= 25 mm","1.1","0.67","0.66","0.10","0.03","0.07","0.03","0.07","0.13","0.97","1.8","1.5","7.2","A"
"Days With Snowfall"
">= 0.2 cm","2.7","2.1","1.8","0.17","0.0","0.0","0.0","0.0","0.0","0.10","1.2","3.0","11.1","A"
">= 5 cm","0.80","0.47","0.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.55","1.1","3.4","A"
">= 10 cm","0.33","0.03","0.31","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.31","0.60","1.6","A"
">= 25 cm","0.03","0.0","0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.13","0.26","A"
"Days with Precipitation"
">= 0.2 mm","19.9","16.1","16.9","14.3","12.8","11.0","7.9","7.2","9.2","16.6","20.1","20.5","172.6","A"
">= 5 mm","10.4","7.2","6.7","4.9","3.1","2.9","1.6","1.7","2.8","7.5","10.6","10.7","70.0","A"
">= 10 mm","6.6","3.6","3.5","1.7","1.1","0.90","0.63","0.87","1.2","4.0","7.1","6.5","37.7","A"
">= 25 mm","1.3","0.70","0.79","0.10","0.03","0.07","0.03","0.07","0.13","0.97","1.9","1.7","7.7","A"
"Days with Snow Depth"
">= 1 cm","3.7","1.6","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","2.9","10.6","A"
">= 5 cm","2.0","0.83","0.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.87","1.9","6.4","A"
">= 10 cm","1.4","0.27","0.31","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.53","1.4","3.9","A"
">= 20 cm","0.23","0.03","0.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.60","1.0","A"
"Wind"
"Speed (km/h)","13.6","12.6","13.8","13.2","12.4","12.4","12.4","11.3","10.5","12.2","14.3","14.1","12.7","A"
"Most Frequent Direction","SE","SE","SE","SE","SE","NW","NW","NW","NW","SE","SE","SE","SE","A"
"Maximum Hourly Speed (km/h)","77.0","84.0","81.0","72.0","63.0","64.0","56.0","56.0","64.0","70.0","93.0","81.0","93.0",""
"Date (yyyy/dd)","1964/17","1959/12","1985/23","2010/02","1976/29","1962/02","1957/28","1991/29","1957/05","2010/24","1962/29","1987/09","1962/29"," "
"Direction of Maximum Hourly Speed","SE","E","SE","SE","SE","SE","SE","SE","SE","SE","SE","SE","SE",""
"Maximum Gust Speed (km/h)","113.0","114.0","133.0","106.0","90.0","93.0","97.0","78.0","97.0","129.0","129.0","121.0","133.0",""
"Date (yyyy/dd)","1964/17","1959/12","1985/23","1960/13","1976/29","1962/02","1963/22","1991/29","1962/28","1962/12","1962/24","1967/01","1985/23"," "
"Direction of Maximum Gust","SE","E","SE","E","SE","SE","E","SE","E","E","SE","SE","SE",""
"Days with Winds >= 52 km/h","4.8","3.1","3.4","1.3","0.5","0.3","0.2","0.2","0.6","2.7","5.5","5.4","28.1","A"
"Days with Winds >= 63 km/h","1.6","1.3","0.9","0.5","0.2","0.0","0.0","0.0","0.1","0.7","2.1","2.6","9.9","A"
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.1","0.0","0.0","0.0","0.0","0.6","A"
"Above 18 °C","0.0","0.0","0.0","0.0","0.7","8.9","28.8","25.2","1.6","0.0","0.0","0.0","65.1","A"
"Above 15 °C","0.0","0.0","0.0","0.2","7.6","36.9","96.5","91.1","20.7","0.3","0.0","0.0","253.3","A"
"Above 10 °C","0.5","0.1","0.8","13.7","80.9","164.9","249.1","243.9","134.1","23.1","1.9","0.2","913.0","A"
"Above 5 °C","23.4","21.4","49.2","113.9","227.7","314.7","404.1","398.9","283.4","139.9","47.8","16.8","2041.3","A"
"Above 0 °C","127.3","125.0","190.2","263.0","382.7","464.7","559.1","553.9","433.4","293.5","175.8","115.3","3683.8","A"
"Below 0 °C","7.2","3.2","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.1","4.1","8.0","23.1","A"
"Below 5 °C","58.3","40.8","14.5","1.0","0.0","0.0","0.0","0.0","0.0","1.5","26.1","64.5","206.8","A"
"Below 10 °C","190.4","160.7","121.1","50.7","8.2","0.2","0.0","0.0","0.7","39.7","130.1","203.0","904.7","A"
"Below 15 °C","344.9","301.8","275.3","187.2","89.9","22.2","2.4","2.2","37.3","171.9","278.3","357.7","2071.1","A"
"Below 18 °C","437.9","386.5","368.3","277.0","176.0","84.2","27.7","29.3","108.2","264.6","368.3","450.7","2978.7","A"
"Evaporation"
"Lake Evaporation (mm)","","","","2.6","3.5","4.0","4.7","4.0","2.5","1.5","","","",""
"Bright Sunshine"
"Extreme Daily","8.6","10.4","11.7","13.8","15.1","15.7","15.8","14.4","12.9","10.5","8.9","7.7","",""
"Date (yyyy/dd)","1991/28","1995/28","1991/26","1990/29","1993/23","1988/12","1997/19","1990/03","1988/01","2001/03","1990/01","1994/03",""," "
"Humidex"
"Extreme Humidex","16.2","15.8","18.7","26.2","31.6","37.3","40.4","40.3","31.8","26.0","20.9","17.5","",""
"Date (yyyy/dd)","1968/20","1986/27","2004/29","1998/30","1958/26","1958/18","2009/28","1981/07","1955/05","1992/01","2006/06","2005/24",""," "
"Days with Humidex >= 30","0.0","0.0","0.0","0.0","0.1","1.0","2.9","2.5","0.0","0.0","0.0","0.0","6.5","A"
"Days with Humidex >= 35","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.2","0.0","0.0","0.0","0.0","0.5","A"
"Days with Humidex >= 40","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","A"
"Wind Chill"
"Extreme Wind Chill","-18.6","-21.6","-16.1","-5.9","-2.0","0.0","0.0","0.0","-2.7","-9.8","-20.3","-25.0","",""
"Date (yyyy/dd)","1969/27","1989/01","1955/03","1972/03","1964/14","1953/01","1953/01","1953/01","1972/27","1984/31","1985/27","1968/28",""," "
"Days with Wind Chill < -20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","A"
"Days with Wind Chill < -30","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Wind Chill < -40","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Humidity"
"Average Vapour Pressure (kPa)","0.7","0.7","0.8","0.8","1.0","1.2","1.4","1.4","1.2","1.0","0.8","0.7","1.0","A"
"Average Relative Humidity - 0600LST (%)","90.0","87.8","85.9","83.5","80.2","78.1","78.4","82.4","86.6","89.5","89.2","88.9","85.0","A"
"Average Relative Humidity - 1500LST (%)","83.8","76.5","70.4","63.8","61.5","60.2","57.3","57.6","62.8","75.8","81.3","83.4","69.5","A"
"Pressure"
"Average Station Pressure (kPa)","101.3","101.3","101.2","101.3","101.3","101.3","101.4","101.3","101.4","101.4","101.2","101.3","101.3","A"
"Average Sea Level Pressure (kPa)","101.6","101.6","101.5","101.6","101.6","101.6","101.7","101.6","101.7","101.7","101.5","101.6","101.6","A"
"Visibility (hours with)"
"< 1 km","31.4","20.0","7.0","0.5","0.1","0.0","0.1","0.1","1.0","17.2","16.6","17.5","111.4","B"
"1 to 9 km","72.7","51.5","28.5","10.1","7.8","4.4","3.1","6.1","11.8","61.5","49.5","61.2","368.1","B"
"> 9 km","640.0","605.9","708.5","709.4","736.2","715.6","740.8","737.9","707.2","665.3","653.9","665.3","8285.9","B"
"Cloud Amount (hours with)"
"0 to 2 tenths","82.6","113.2","133.4","141.8","163.7","149.3","256.3","277.3","259.5","151.2","92.9","88.2","1909.3","C"
"3 to 7 tenths","96.0","105.1","141.6","163.6","183.3","180.2","183.1","195.0","165.4","137.1","107.3","96.9","1754.6","C"
"8 to 10 tenths","565.4","459.0","469.0","414.6","397.0","390.5","304.6","271.7","295.1","455.7","519.9","558.9","5101.4","C"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","April     05","A"
"Average Date of First Fall Frost","November  03","A"
"Average Length of Frost-Free Period","211 Days","A"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","May 04","Apr 26","Apr 20","Apr 14","Apr 08","Apr 03","Mar 27"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Oct 08","Oct 16","Oct 20","Oct 30","Nov 04","Nov 09","Nov 16"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","159","180","185","195","207","220","231"
