"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*FRASER LAKE NORTH SHORE","BC"," 54°04'42.000"" N","124°50'50.000"" W","674.0 m","109C0LF","",""
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Date (yyyy/dd)","1982/31","1982/01","1982/01","1982/01","1981/01","1981/01","1981/01","1980/01","1981/01","2006/31","1996/27","1996/31",""," "
"Days with Maximum Temperature"
"<= 0 °C","21.9","13.7","5.8","0.58","0.04","0.0","0.0","0.0","0.0","1.0","10.8","22.2","76.2","A"
"> 0 °C","9.1","14.5","25.2","29.4","31.0","30.0","31.0","31.0","30.0","30.0","19.2","8.8","289.1","A"
"> 10 °C","0.12","0.15","2.2","15.0","28.5","29.8","31.0","31.0","27.9","13.4","0.58","0.0","179.7","A"
"> 20 °C","0.0","0.0","0.0","0.65","6.0","12.4","20.4","19.0","6.6","0.36","0.0","0.0","65.2","A"
"> 30 °C","0.0","0.0","0.0","0.0","0.08","0.46","1.1","0.96","0.04","0.0","0.0","0.0","2.7","A"
"> 35 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Minimum Temperature"
"> 0 °C","0.41","0.48","1.3","7.2","21.8","28.5","31.0","30.6","25.0","14.5","3.3","0.35","164.4","A"
"<= 2 °C","30.9","28.2","30.9","27.5","14.6","4.0","0.58","1.0","9.2","22.9","29.2","31.0","230.2","A"
"<= 0 °C","30.6","27.7","29.7","22.8","9.2","1.5","0.04","0.38","5.0","16.5","26.7","30.7","200.8","A"
"< -2 °C","29.1","25.9","24.1","15.1","3.5","0.04","0.0","0.04","1.8","7.7","20.4","28.5","156.0","A"
"< -10 °C","17.4","13.8","8.2","0.73","0.0","0.0","0.0","0.0","0.0","0.46","5.2","15.6","61.4","A"
"< -20 °C","6.4","4.3","1.5","0.04","0.0","0.0","0.0","0.0","0.0","0.12","1.4","3.8","17.5","A"
"< - 30 °C","2.4","0.74","0.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.27","1.4","4.9","A"
"Days with Rainfall"
">= 0.2 mm","2.1","2.3","3.4","6.5","12.1","14.0","13.0","12.2","12.5","14.0","6.7","1.7","100.5","A"
">= 5 mm","0.30","0.19","0.15","1.0","2.7","4.3","3.6","3.2","3.3","3.1","1.2","0.23","23.2","A"
">= 10 mm","0.0","0.04","0.0","0.15","0.88","1.2","1.6","1.1","1.0","1.0","0.35","0.04","7.4","A"
">= 25 mm","0.0","0.0","0.0","0.0","0.0","0.16","0.27","0.12","0.08","0.0","0.0","0.0","0.63","A"
"Days With Snowfall"
">= 0.2 cm","11.1","7.2","6.6","2.7","0.54","0.0","0.0","0.0","0.04","2.3","9.1","10.6","50.2","A"
">= 5 cm","2.8","1.8","1.3","0.42","0.08","0.0","0.0","0.0","0.0","0.50","1.9","3.0","11.9","A"
">= 10 cm","0.67","0.41","0.27","0.04","0.0","0.0","0.0","0.0","0.0","0.15","0.69","0.88","3.1","A"
">= 25 cm","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.08","A"
"Days with Precipitation"
">= 0.2 mm","12.4","9.1","9.2","8.5","12.5","14.0","13.0","12.2","12.5","15.2","14.1","11.5","144.1","A"
">= 5 mm","3.2","2.1","1.5","1.4","2.8","4.3","3.6","3.2","3.3","3.6","3.2","3.3","35.5","A"
">= 10 mm","0.74","0.44","0.31","0.27","0.92","1.2","1.6","1.1","1.0","1.3","1.2","0.96","11.1","A"
">= 25 mm","0.04","0.0","0.0","0.0","0.0","0.16","0.27","0.12","0.08","0.08","0.0","0.0","0.75","A"
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Above 18 °C","0.0","0.0","0.0","0.0","0.6","3.4","8.5","8.8","0.2","0.0","0.0","0.0","21.5","A"
"Above 15 °C","0.0","0.0","0.0","0.0","3.1","17.6","40.0","36.9","3.1","0.1","0.0","0.0","100.7","A"
"Above 10 °C","0.0","0.0","0.0","1.3","36.0","100.8","166.5","153.8","48.4","3.8","0.0","0.0","510.5","A"
"Above 5 °C","0.1","0.1","1.2","27.0","140.1","243.6","321.1","307.8","165.1","40.2","1.2","0.0","1247.3","A"
"Above 0 °C","5.1","8.6","38.4","131.0","290.5","393.6","476.1","462.8","312.8","154.3","26.8","4.6","2304.5","A"
"Below 0 °C","301.5","189.5","87.2","7.6","0.1","0.0","0.0","0.0","0.0","10.1","100.5","248.0","944.4","A"
"Below 5 °C","451.5","322.1","205.0","53.6","4.7","0.0","0.0","0.0","2.2","50.9","224.9","398.4","1713.3","A"
"Below 10 °C","606.5","463.1","358.7","177.9","55.6","7.3","0.4","1.0","35.5","169.5","373.7","553.4","2802.6","A"
"Below 15 °C","761.5","604.2","513.7","326.6","177.7","74.0","28.9","39.1","140.3","320.8","523.7","708.4","4219.0","A"
"Below 18 °C","854.5","688.9","606.7","416.6","268.2","149.9","90.5","104.0","227.3","413.8","613.7","801.4","5235.4","A"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","June      01","A"
"Average Date of First Fall Frost","September 14","A"
"Average Length of Frost-Free Period","104 Days","A"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Jun 28","Jun 17","Jun 12","Jun 03","May 27","May 23","May 14"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Aug 25","Sep 07","Sep 09","Sep 16","Sep 19","Sep 21","Sep 27"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","68","87","90","103","112","117","127"
