"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*TERRACE A","BC"," 54°27'59.000"" N","128°34'39.000"" W","217.3 m","1068130","71951","YXT"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Speed (km/h)","17.1","15.5","13.3","12.9","12.2","12.7","11.8","11.1","11.0","11.7","13.0","15.1","13.1","A"
"Most Frequent Direction","N","N","S","S","S","S","S","S","S","S","N","N","S","A"
"Maximum Hourly Speed (km/h)","72.0","80.0","89.0","93.0","68.0","80.0","64.0","95.0","68.0","69.0","80.0","80.0","95.0",""
"Date (yyyy/dd)","1958/11","1957/13","1956/03","1984/15","1964/23","1958/24","1958/30","2008/21","1961/19","2010/10","1957/24","1963/31","2008/21"," "
"Direction of Maximum Hourly Speed","N","S","S","S","S","S","S","N","S","S","S","S","N",""
"Maximum Gust Speed (km/h)","113.0","120.0","100.0","124.0","105.0","116.0","89.0","89.0","92.0","113.0","121.0","121.0","124.0",""
"Date (yyyy/dd)","1960/28","1991/04","2010/28","1984/15","1965/16","1962/24","1959/12","1966/14","1964/15","1961/30","1968/28","1963/31","1984/15"," "
"Direction of Maximum Gust","SE","S","S","S","S","W","SE","S","S","S","SE","S","S",""
"Days with Winds >= 52 km/h","2.4","0.9","0.6","0.6","0.3","0.2","0.1","0.1","0.3","0.6","0.7","1.8","8.5","A"
"Days with Winds >= 63 km/h","0.5","0.1","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.2","1.2","A"
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.3","0.7","0.6","0.0","0.0","0.0","0.0","1.6","A"
"Above 18 °C","0.0","0.0","0.0","0.0","1.1","8.9","22.7","18.6","0.9","0.0","0.0","0.0","52.3","A"
"Above 15 °C","0.0","0.0","0.0","0.4","5.7","28.8","64.6","58.0","7.8","0.0","0.0","0.0","165.2","A"
"Above 10 °C","0.0","0.0","0.0","6.5","49.6","126.9","202.0","194.6","73.3","5.5","0.0","0.0","658.4","A"
"Above 5 °C","0.1","0.2","7.2","56.1","175.4","275.2","356.9","349.5","213.7","61.3","3.5","0.2","1499.3","A"
"Above 0 °C","23.2","33.4","88.9","189.2","329.8","425.2","511.9","504.5","363.6","199.3","56.9","20.5","2746.4","A"
"Below 0 °C","115.5","57.2","16.4","0.4","0.0","0.0","0.0","0.0","0.0","1.8","34.6","102.1","327.9","A"
"Below 5 °C","247.4","165.2","89.6","17.3","0.6","0.0","0.0","0.0","0.1","18.8","131.2","236.8","907.0","A"
"Below 10 °C","402.3","306.1","237.5","117.6","29.8","1.7","0.1","0.1","9.7","118.0","277.8","391.6","1892.3","A"
"Below 15 °C","557.3","447.3","392.5","261.5","140.8","53.6","17.7","18.5","94.2","267.5","427.7","546.6","3225.3","A"
"Below 18 °C","650.3","532.0","485.5","351.2","229.3","123.7","68.8","72.2","177.3","360.5","517.7","639.6","4208.0","A"
"Bright Sunshine"
"Total Hours","46.8","74.1","110.7","159.3","201.3","203.3","214.4","203.0","132.2","73.4","36.5","31.5","1486.5","D"
"Days with measurable","13.9","18.1","23.8","26.8","28.6","27.4","28.4","28.1","25.1","21.0","14.1","11.9","266.9","D"
"% of possible daylight hours","19.0","27.1","30.2","37.8","40.5","39.5","41.6","43.9","34.5","22.4","14.2","13.7","30.4","D"
"Extreme Daily","7.3","9.8","11.0","13.6","15.3","15.9","15.5","15.5","12.6","10.7","9.4","7.0","",""
"Date (yyyy/dd)","1996/31","1996/29","1991/25","1989/28","1985/31","1984/20","1985/02","1999/02","1993/01","1987/07","1997/03","1994/02",""," "
"Humidex"
"Extreme Humidex","8.4","12.6","16.4","28.0","34.6","38.0","39.3","38.5","34.1","23.3","14.5","12.5","",""
"Date (yyyy/dd)","1963/06","2005/28","1994/28","1956/21","1983/29","1969/12","2009/30","1990/11","1988/03","1987/01","1986/03","1980/15",""," "
"Days with Humidex >= 30","0.0","0.0","0.0","0.0","0.1","0.8","2.9","2.2","0.1","0.0","0.0","0.0","6.1","A"
"Days with Humidex >= 35","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.4","0.0","0.0","0.0","0.0","0.7","A"
"Days with Humidex >= 40","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Wind Chill"
"Extreme Wind Chill","-40.8","-35.9","-30.3","-14.5","-6.1","0.0","0.0","0.0","-4.4","-24.0","-41.7","-42.2","",""
"Date (yyyy/dd)","1969/01","1975/12","1976/02","2007/04","2002/06","1955/01","1955/01","1955/01","1983/28","1984/31","1985/27","1968/31",""," "
"Days with Wind Chill < -20","5.8","2.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","3.7","13.3","A"
"Days with Wind Chill < -30","1.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","1.0","3.0","A"
"Days with Wind Chill < -40","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Humidity"
"Average Vapour Pressure (kPa)","0.5","0.5","0.5","0.6","0.8","1.0","1.2","1.2","1.1","0.8","0.6","0.5","0.8","A"
"Average Relative Humidity - 0600LST (%)","83.5","82.6","82.8","82.3","81.2","81.2","82.9","84.5","88.9","91.4","88.9","85.4","84.6","A"
"Average Relative Humidity - 1500LST (%)","79.9","72.3","63.9","54.1","50.5","51.6","53.7","55.2","65.3","78.2","84.3","83.5","66.0","A"
"Pressure"
"Average Station Pressure (kPa)","98.7","98.8","98.7","98.8","99.0","99.0","99.2","99.1","99.0","98.8","98.5","98.7","98.9","A"
"Average Sea Level Pressure (kPa)","101.4","101.5","101.4","101.5","101.6","101.6","101.8","101.7","101.7","101.4","101.2","101.4","101.5","A"
"Visibility (hours with)"
"< 1 km","33.8","19.1","10.2","2.9","1.0","0.3","0.7","1.7","5.7","12.5","26.3","33.6","147.6","C"
"1 to 9 km","237.6","157.7","124.0","56.0","29.1","17.7","21.9","25.7","68.2","147.2","229.0","240.1","1354.2","C"
"> 9 km","472.6","499.8","609.8","661.1","714.0","702.0","721.4","716.6","646.2","584.3","464.7","470.3","7262.8","C"
"Cloud Amount (hours with)"
"0 to 2 tenths","99.0","104.2","95.7","108.4","100.5","96.7","116.0","140.1","106.0","74.3","75.9","84.8","1201.5","C"
"3 to 7 tenths","76.4","99.6","125.4","147.5","169.8","177.7","167.3","169.2","134.6","106.0","73.9","82.6","1529.8","C"
"8 to 10 tenths","568.5","472.9","523.0","464.2","473.8","445.7","460.7","434.8","479.4","563.7","570.2","576.6","6033.3","C"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","April     25","A"
"Average Date of First Fall Frost","October   17","A"
"Average Length of Frost-Free Period","174 Days","A"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","May 20","May 12","May 10","May 04","Apr 26","Apr 21","Apr 11"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Sep 28","Oct 08","Oct 11","Oct 16","Oct 20","Oct 27","Nov 07"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","142","153","155","166","174","181","195"
