"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*ATLIN","BC"," 59°34'00.000"" N","133°42'00.000"" W","673.6 m","1200560","",""
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
">= 5 mm","3.1","1.6","0.88","0.46","0.84","1.8","1.9","2.2","2.4","2.3","1.9","2.2","21.6","A"
">= 10 mm","1.2","0.41","0.15","0.12","0.28","0.69","0.77","0.54","0.88","0.60","0.62","0.42","6.6","A"
">= 25 mm","0.0","0.0","0.0","0.0","0.0","0.08","0.0","0.04","0.04","0.0","0.08","0.0","0.24","A"
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Above 18 °C","0.0","0.0","0.0","0.0","0.0","0.5","0.7","0.7","0.0","0.0","0.0","0.0","1.9","C"
"Above 15 °C","0.0","0.0","0.0","0.0","0.1","5.1","10.8","8.4","0.2","0.0","0.0","0.0","24.7","C"
"Above 10 °C","0.0","0.0","0.0","0.0","6.9","54.1","106.7","82.6","12.1","0.9","0.0","0.0","263.3","C"
"Above 5 °C","0.0","0.1","0.0","7.0","71.7","188.0","260.1","230.5","100.0","20.0","0.4","0.5","878.2","C"
"Above 0 °C","4.0","4.7","13.2","71.1","215.4","337.9","415.1","385.2","242.9","104.9","13.0","9.7","1817.1","C"
"Below 0 °C","404.2","306.4","184.1","31.0","0.4","0.0","0.0","0.0","0.7","24.9","174.7","260.7","1387.1","C"
"Below 5 °C","555.2","442.9","325.9","116.9","11.8","0.1","0.0","0.2","7.7","95.0","312.1","406.5","2274.3","C"
"Below 10 °C","710.2","583.9","480.9","259.9","102.0","16.2","1.7","7.4","69.8","231.0","461.7","561.1","3485.6","C"
"Below 15 °C","865.2","725.0","635.9","409.9","250.2","117.2","60.7","88.2","207.9","385.0","611.7","716.1","5073.1","C"
"Below 18 °C","958.2","809.7","728.9","499.9","343.1","202.6","143.6","173.5","297.8","478.0","701.7","809.1","6146.0","C"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","June      03","C"
"Average Date of First Fall Frost","September 09","C"
"Average Length of Frost-Free Period","97 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Jun 25","Jun 15","Jun 13","Jun 06","Jun 03","May 31","May 23"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Aug 24","Aug 31","Sep 02","Sep 08","Sep 13","Sep 16","Sep 21"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","68","79","82","92","99","103","113"
