"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*QUALICUM R FISH RESEARCH","BC"," 49°23'37.620"" N","124°37'02.054"" W","7.6 m","1026565","",""
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Date (yyyy/dd)","1991/09","1985/10","1991/02","1981/01","1981/01","1981/01","1981/01","1981/01","1981/01","1991/29","2006/30","1996/30",""," "
"Days with Maximum Temperature"
"<= 0 °C","0.77","0.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.62","1.4","3.1","C"
"> 0 °C","30.2","28.0","31.0","30.0","31.0","30.0","31.0","31.0","30.0","31.0","29.4","29.6","362.2","C"
"> 10 °C","3.2","3.8","13.2","24.9","30.6","30.0","31.0","31.0","30.0","26.8","7.7","1.5","233.8","C"
"> 20 °C","0.0","0.0","0.0","0.52","4.4","10.0","22.5","22.5","8.2","0.15","0.0","0.0","68.4","C"
"> 30 °C","0.0","0.0","0.0","0.0","0.04","0.13","0.38","0.12","0.04","0.0","0.0","0.0","0.71","C"
"> 35 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Days with Minimum Temperature"
"> 0 °C","19.3","15.9","21.2","26.8","30.9","29.9","31.0","31.0","30.0","28.7","22.3","17.8","304.7","A"
"<= 2 °C","18.0","18.0","17.0","7.7","1.2","0.0","0.0","0.0","0.62","5.8","13.4","20.0","101.6","A"
"<= 0 °C","11.7","12.3","9.8","3.2","0.08","0.0","0.0","0.0","0.04","2.2","7.7","13.2","60.2","A"
"< -2 °C","3.8","3.8","1.3","0.04","0.0","0.0","0.0","0.0","0.0","0.23","1.9","4.4","15.3","A"
"< -10 °C","0.08","0.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.19","0.08","0.54","A"
"< -20 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"< - 30 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Rainfall"
">= 0.2 mm","17.7","15.2","17.4","15.6","12.0","10.1","6.4","6.2","8.4","16.0","19.6","17.2","161.8","A"
">= 5 mm","9.6","7.0","6.8","5.5","3.7","3.4","1.8","2.0","2.8","8.2","11.1","9.5","71.4","A"
">= 10 mm","6.1","4.3","3.5","2.2","1.2","1.2","0.77","1.0","1.7","4.9","7.6","6.0","40.4","A"
">= 25 mm","2.4","1.3","0.69","0.31","0.04","0.0","0.08","0.23","0.27","1.5","2.5","1.8","11.1","A"
"Days With Snowfall"
">= 0.2 cm","2.4","1.5","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.08","1.2","1.9","8.1","A"
">= 5 cm","0.78","0.59","0.15","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.27","0.58","2.4","A"
">= 10 cm","0.30","0.22","0.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.27","0.98","A"
">= 25 cm","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.08","0.08","A"
"Days with Precipitation"
">= 0.2 mm","19.3","16.2","17.9","15.6","12.0","10.1","6.4","6.2","8.4","16.1","20.2","18.4","166.8","A"
">= 5 mm","10.3","7.7","7.0","5.5","3.7","3.4","1.8","2.0","2.8","8.2","11.5","10.1","74.0","A"
">= 10 mm","6.5","4.5","3.7","2.2","1.2","1.2","0.77","1.0","1.7","4.9","7.7","6.4","41.6","A"
">= 25 mm","2.4","1.3","0.77","0.31","0.04","0.0","0.08","0.23","0.27","1.5","2.5","1.9","11.4","A"
"Days with Snow Depth"
">= 1 cm","5.0","3.4","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","1.4","2.4","13.3","C"
">= 5 cm","3.2","1.6","0.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.74","1.3","7.4","C"
">= 10 cm","2.0","1.0","0.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.30","0.79","4.4","C"
">= 20 cm","0.70","0.29","0.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.42","1.6","C"
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Above 18 °C","0.0","0.0","0.0","0.0","0.3","3.8","13.2","10.4","0.8","0.0","0.0","0.0","28.6","C"
"Above 15 °C","0.0","0.0","0.0","0.0","5.0","25.3","68.5","60.4","11.5","0.2","0.0","0.0","170.8","C"
"Above 10 °C","0.0","0.1","0.5","11.7","70.2","147.3","219.2","208.9","110.3","19.9","2.0","0.2","790.4","C"
"Above 5 °C","21.8","19.1","44.3","108.1","215.7","297.1","374.2","363.9","258.3","131.9","46.0","14.4","1894.8","C"
"Above 0 °C","127.5","121.8","184.4","257.4","370.7","447.1","529.2","518.9","408.3","285.0","172.6","111.4","3534.2","C"
"Below 0 °C","6.8","4.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.1","3.9","6.7","21.6","C"
"Below 5 °C","56.0","42.4","15.1","0.8","0.0","0.0","0.0","0.0","0.0","2.0","27.4","64.8","208.3","C"
"Below 10 °C","189.3","164.5","126.3","54.3","9.5","0.2","0.0","0.0","2.0","45.0","133.4","205.5","930.0","C"
"Below 15 °C","344.2","305.5","280.8","192.7","99.3","28.1","4.3","6.5","53.2","180.3","281.4","360.4","2136.6","C"
"Below 18 °C","437.2","390.2","373.8","282.7","187.6","96.7","42.0","49.5","132.5","273.1","371.4","453.4","3090.0","C"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","April     15","D"
"Average Date of First Fall Frost","October   23","D"
"Average Length of Frost-Free Period","190 Days","D"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Apr 30","Apr 27","Apr 24","Apr 19","Apr 14","Apr 09","Apr 01"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Oct 03","Oct 14","Oct 16","Oct 29","Nov 03","Nov 05","Nov 10"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","160","171","177","191","200","205","219"
