"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*COWICHAN LAKE FORESTRY","BC"," 48°49'28.000"" N","124°08'00.000"" W","176.8 m","1012040","",""
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.9","0.6","0.0","0.0","0.0","0.0","1.4","C"
"Above 18 °C","0.0","0.0","0.0","0.0","1.2","9.7","31.7","36.0","6.4","0.0","0.0","0.0","84.9","C"
"Above 15 °C","0.0","0.0","0.0","0.4","10.0","35.9","91.0","101.7","36.6","1.3","0.0","0.0","276.8","C"
"Above 10 °C","0.0","0.1","1.4","17.5","75.8","147.6","238.8","253.3","157.0","35.8","2.5","0.1","929.9","C"
"Above 5 °C","16.6","17.8","45.6","107.2","215.8","297.1","393.8","408.3","306.3","158.8","44.8","11.6","2023.8","C"
"Above 0 °C","114.2","118.4","183.6","254.6","370.7","447.1","548.8","563.3","456.3","312.3","169.0","99.5","3637.9","C"
"Below 0 °C","10.2","5.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.1","4.4","9.9","30.2","C"
"Below 5 °C","67.7","45.5","17.5","2.6","0.1","0.0","0.0","0.0","0.0","1.7","30.2","77.1","242.2","C"
"Below 10 °C","206.1","168.8","128.4","62.8","15.1","0.6","0.0","0.0","0.7","33.7","137.8","220.5","974.4","C"
"Below 15 °C","361.0","309.9","282.0","195.8","104.3","38.8","7.2","3.4","30.3","154.1","285.4","375.5","2147.5","C"
"Below 18 °C","454.0","394.5","375.0","285.4","188.5","102.6","40.9","30.7","90.0","245.9","375.4","468.5","3051.3","C"
"Bright Sunshine"
"Total Hours","47.3","75.2","106.1","141.5","173.6","177.9","233.1","226.7","182.8","112.4","49.1","39.3","1564.9","D"
"Days with measurable","17.1","20.0","25.2","26.0","28.3","27.5","29.1","29.3","28.1","24.6","17.0","16.0","288.0","D"
"% of possible daylight hours","17.4","26.3","28.8","34.5","36.7","36.9","47.8","50.9","48.2","33.4","17.8","15.2","32.8","D"
"Extreme Daily","7.5","8.9","9.8","11.8","13.2","14.3","13.8","12.6","11.3","9.7","7.9","7.2","",""
"Date (yyyy/dd)","1996/31","1990/28","1975/25","1980/30","1986/30","1975/29","1976/26","1951/05","1976/08","1975/01","1995/01","1980/06",""," "

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","April     19","C"
"Average Date of First Fall Frost","November  03","C"
"Average Length of Frost-Free Period","197 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","May 25","May 07","May 02","Apr 26","Apr 20","Apr 15","Apr 06"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Oct 10","Oct 19","Oct 21","Oct 29","Nov 03","Nov 09","Nov 18"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","148","165","173","184","197","199","220"
