"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*DAWSON CREEK A","BC"," 55°44'30.000"" N","120°10'55.000"" W","654.7 m","1182285","71471","YDQ"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"> 10 °C","0.48","0.81","3.2","16.3","27.4","29.6","30.9","30.5","25.8","14.9","1.5","0.48","181.8","C"
"> 20 °C","0.0","0.0","0.0","1.2","8.1","16.2","21.6","19.4","7.6","1.4","0.0","0.0","75.5","C"
"> 30 °C","0.0","0.0","0.0","0.0","0.12","0.08","1.0","1.0","0.12","0.0","0.0","0.0","2.4","C"
"> 35 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Days with Minimum Temperature"
"> 0 °C","1.4","1.2","3.0","8.5","20.4","29.3","30.8","30.1","23.1","10.5","2.1","2.0","162.3","A"
"<= 2 °C","30.5","27.7","30.1","25.8","14.8","2.2","0.73","2.7","12.0","24.6","29.0","30.1","230.3","A"
"<= 0 °C","29.6","27.0","28.0","21.5","10.6","0.72","0.15","0.88","6.9","20.5","27.9","29.0","202.8","A"
"< -2 °C","28.8","26.1","24.7","16.1","5.5","0.12","0.0","0.23","3.5","14.7","25.5","28.0","173.2","A"
"< -10 °C","23.7","20.2","14.5","2.5","0.27","0.0","0.0","0.0","0.12","2.9","17.2","22.4","103.8","A"
"< -20 °C","13.8","10.2","5.7","0.54","0.0","0.0","0.0","0.0","0.0","0.65","5.9","11.7","48.3","A"
"< - 30 °C","5.4","3.1","1.5","0.04","0.0","0.0","0.0","0.0","0.0","0.04","1.4","3.8","15.3","A"
"Days with Rainfall"
">= 0.2 mm","0.81","0.41","0.77","4.0","9.7","11.8","14.4","12.1","10.5","6.7","2.3","0.58","73.9","A"
">= 5 mm","0.0","0.04","0.0","0.62","1.9","3.6","5.4","3.2","2.5","0.88","0.27","0.0","18.4","A"
">= 10 mm","0.0","0.0","0.0","0.12","0.88","2.2","2.6","1.6","0.85","0.15","0.04","0.0","8.5","A"
">= 25 mm","0.0","0.0","0.0","0.0","0.04","0.54","0.44","0.36","0.12","0.0","0.0","0.0","1.5","A"
"Days With Snowfall"
">= 0.2 cm","10.9","9.2","8.5","4.0","1.4","0.0","0.04","0.0","0.85","4.5","9.3","9.0","57.8","A"
">= 5 cm","2.6","1.5","1.7","0.77","0.23","0.0","0.0","0.0","0.19","1.0","2.1","1.6","11.7","A"
">= 10 cm","0.54","0.19","0.42","0.12","0.12","0.0","0.0","0.0","0.04","0.38","0.36","0.44","2.6","A"
">= 25 cm","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.08","A"
"Days with Precipitation"
">= 0.2 mm","10.9","9.1","8.9","7.2","10.5","11.8","14.4","12.1","11.2","10.2","11.0","9.2","126.4","A"
">= 5 mm","2.0","1.0","1.3","1.3","2.2","3.6","5.4","3.2","2.8","1.8","1.9","1.2","27.7","A"
">= 10 mm","0.42","0.12","0.27","0.19","1.0","2.2","2.6","1.6","1.0","0.64","0.28","0.28","10.7","A"
">= 25 mm","0.0","0.0","0.0","0.0","0.08","0.54","0.44","0.36","0.12","0.0","0.04","0.0","1.6","A"
"Wind"
"Maximum Hourly Speed (km/h)","85.0","80.0","74.0","64.0","59.0","65.0","63.0","64.0","64.0","74.0","87.0","65.0","87.0",""
"Date (yyyy/dd)","1974/19","1974/07","2001/11","1964/03","2009/30","2003/14","1973/11","1973/14","1972/15","1978/31","1978/02","1978/13","1978/02"," "
"Direction of Maximum Hourly Speed","SW","SW","SW","W","W","W","W","SW","W","SW","SW","SW","SW",""
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Above 18 °C","0.0","0.0","0.0","0.0","0.2","1.4","6.8","6.1","0.3","0.0","0.0","0.0","14.7","C"
"Above 15 °C","0.0","0.0","0.0","0.1","3.5","15.9","40.4","32.6","5.2","0.3","0.0","0.0","98.0","C"
"Above 10 °C","0.0","0.0","0.0","2.3","41.5","112.7","171.9","140.3","47.6","6.8","0.2","0.0","523.3","C"
"Above 5 °C","1.0","1.2","3.5","33.3","144.0","258.1","326.5","290.4","152.8","42.2","3.4","1.6","1258.0","C"
"Above 0 °C","10.6","12.2","38.7","130.9","289.3","407.9","481.5","445.3","293.7","137.4","23.5","14.9","2285.8","C"
"Below 0 °C","430.7","299.5","192.7","26.6","2.2","0.0","0.0","0.0","0.5","34.3","217.2","363.9","1567.6","C"
"Below 5 °C","576.1","429.5","312.5","79.1","11.9","0.1","0.0","0.2","9.7","94.1","347.2","505.6","2366.0","C"
"Below 10 °C","730.2","569.5","464.0","198.0","64.4","4.8","0.3","5.1","54.4","213.7","493.9","659.0","3457.3","C"
"Below 15 °C","885.1","710.6","619.0","345.9","181.4","58.0","23.9","52.3","162.1","362.2","643.7","814.0","4858.2","C"
"Below 18 °C","978.1","795.3","712.0","435.8","271.1","133.5","83.2","118.8","247.1","454.9","733.7","907.0","5870.5","C"
"Humidex"
"Extreme Humidex","16.3","14.7","18.1","28.9","31.6","33.8","39.2","36.3","33.8","27.4","19.7","12.9","",""
"Date (yyyy/dd)","2003/06","1992/28","1994/30","1977/25","1983/29","1969/17","1971/31","1971/01","1988/04","1988/04","2002/27","1997/13",""," "
"Wind Chill"
"Extreme Wind Chill","-57.5","-53.2","-51.1","-33.5","-16.6","-7.4","0.0","-5.4","-15.3","-37.6","-55.4","-54.5","",""
"Date (yyyy/dd)","1971/15","1986/19","1976/02","2002/01","2002/03","1973/01","1964/01","1969/23","1974/30","1984/31","1985/26","1977/09",""," "
"Humidity"
"Average Relative Humidity - 1500LST (%)","65.6","61.3","54.7","42.2","39.0","43.5","47.5","47.3","48.6","52.3","66.0","67.9","53.0","A"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","June      05","C"
"Average Date of First Fall Frost","August    31","C"
"Average Length of Frost-Free Period","87 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Jun 20","Jun 11","Jun 08","Jun 04","May 30","May 26","May 22"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Aug 01","Aug 21","Aug 24","Sep 02","Sep 09","Sep 10","Sep 19"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","51","63","76","89","95","103","117"
