"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*GERMANSEN LANDING","BC"," 55°47'07.900"" N","124°42'05.200"" W","766.0 m","1183090","",""
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Snow Depth at Month-end (cm)","59","63","52","3","0","0","0","0","0","5","27","43","21","C"
"Extreme Daily Rainfall (mm)","10.4","11.7","7.4","53.6","27.0","52.8","48.2","56.8","22.2","23.0","17.5","16.8","",""
"Date (yyyy/dd)","1981/21","1963/06","1960/25","1952/19","1990/30","2003/30","1982/13","2004/05","1988/28","1997/01","1957/22","1952/13",""," "
"Extreme Daily Snowfall (cm)","26.5","20.3","16.9","20.6","22.9","9.0","0.0","0.0","14.5","16.0","25.4","26.0","",""
"Date (yyyy/dd)","2003/25","1969/04","2006/14","1954/10","2002/02","1985/22","1952/01","1951/06","1972/21","1961/06","1972/30","1980/21",""," "
"Extreme Daily Precipitation (mm)","26.5","17.3","16.3","53.6","27.0","52.8","48.2","56.8","22.2","23.0","19.6","26.0","",""
"Date (yyyy/dd)","2003/25","1961/23","1963/20","1952/19","1990/30","2003/30","1982/13","2004/05","1988/28","1997/01","1957/22","1980/21",""," "
"Extreme Snow Depth (cm)","104","109","104","84","38","9","0","0","13","24","56","79","",""
"Date (yyyy/dd)","1973/22","1982/27","1972/10","2002/09","1967/01","1985/23","1955/01","1955/08","1972/22","1992/19","2006/30","1972/30",""," "
"Days with Maximum Temperature"
"<= 0 °C","26.4","18.8","7.3","0.76","0.04","0.0","0.0","0.0","0.0","2.5","19.7","27.2","102.6","A"
"> 0 °C","4.7","9.4","23.7","29.2","31.0","30.0","31.0","31.0","30.0","28.5","10.3","3.8","262.6","A"
"> 10 °C","0.0","0.04","1.4","11.8","26.0","29.4","30.9","30.9","25.7","5.5","0.0","0.0","161.6","A"
"> 20 °C","0.0","0.0","0.0","0.32","4.5","11.2","17.5","15.5","3.9","0.08","0.0","0.0","52.9","A"
"> 30 °C","0.0","0.0","0.0","0.0","0.08","0.15","0.58","0.69","0.0","0.0","0.0","0.0","1.5","A"
"> 35 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Minimum Temperature"
"> 0 °C","0.15","0.26","0.58","4.4","16.0","27.5","30.7","29.7","20.4","8.2","0.50","0.08","138.5","A"
"<= 2 °C","30.9","28.2","31.0","29.3","20.7","5.7","1.2","4.2","15.1","27.8","30.0","31.0","255.1","A"
"<= 0 °C","30.8","28.0","30.4","25.6","15.0","2.5","0.27","1.4","9.6","22.8","29.5","30.9","226.6","A"
"< -2 °C","29.9","26.8","26.8","18.6","6.6","0.12","0.0","0.08","3.5","13.0","25.6","30.0","180.9","A"
"< -10 °C","22.1","17.9","12.2","1.7","0.0","0.0","0.0","0.0","0.04","1.2","12.2","21.8","89.2","A"
"< -20 °C","10.8","7.2","3.5","0.08","0.0","0.0","0.0","0.0","0.0","0.12","2.7","8.7","33.1","A"
"< - 30 °C","4.3","1.5","0.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.50","2.4","9.3","A"
"Days with Rainfall"
">= 0.2 mm","1.3","1.3","3.1","7.0","14.1","15.0","14.8","14.5","13.5","12.9","3.4","1.2","102.1","A"
">= 5 mm","0.22","0.0","0.12","0.92","2.9","4.6","3.8","3.1","3.2","1.9","0.42","0.12","21.2","A"
">= 10 mm","0.07","0.0","0.0","0.19","0.92","1.9","1.6","0.81","0.92","0.54","0.0","0.0","7.0","A"
">= 25 mm","0.0","0.0","0.0","0.0","0.04","0.19","0.12","0.12","0.0","0.0","0.0","0.0","0.47","A"
"Days With Snowfall"
">= 0.2 cm","15.8","11.0","9.4","4.7","1.2","0.08","0.0","0.0","0.65","5.9","15.7","16.2","80.5","A"
">= 5 cm","2.8","2.1","1.6","0.58","0.15","0.04","0.0","0.0","0.08","1.3","3.2","3.2","15.0","A"
">= 10 cm","0.44","0.26","0.46","0.15","0.04","0.0","0.0","0.0","0.0","0.31","0.65","0.62","2.9","A"
">= 25 cm","0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07","A"
"Days with Precipitation"
">= 0.2 mm","16.6","11.8","11.0","10.3","14.7","15.0","14.8","14.5","13.9","17.0","17.7","17.0","174.3","A"
">= 5 mm","2.9","1.9","1.6","1.5","3.1","4.6","3.8","3.1","3.3","3.0","3.5","3.2","35.5","A"
">= 10 mm","0.52","0.19","0.38","0.38","1.0","1.9","1.6","0.81","0.96","0.85","0.58","0.62","9.8","A"
">= 25 mm","0.07","0.0","0.0","0.0","0.04","0.23","0.12","0.12","0.0","0.0","0.0","0.0","0.58","A"
"Days with Snow Depth"
">= 1 cm","31.0","28.2","31.0","21.8","1.0","0.0","0.0","0.0","0.08","7.7","27.0","31.0","178.7","D"
">= 5 cm","31.0","28.2","31.0","21.0","0.84","0.0","0.0","0.0","0.0","3.5","23.5","30.8","169.8","D"
">= 10 cm","31.0","28.2","31.0","19.7","0.63","0.0","0.0","0.0","0.0","1.7","19.7","30.5","162.4","D"
">= 20 cm","31.0","28.2","31.0","16.7","0.37","0.0","0.0","0.0","0.0","0.11","10.1","27.1","144.6","D"
"Wind"
"Maximum Hourly Speed (km/h)","51.0","53.0","43.0","45.0","43.0","39.0","39.0","53.0","39.0","45.0","48.0","40.0","53.0",""
"Date (yyyy/dd)","1975/03","1957/13","1975/29","1972/19","1971/07","1977/02","1973/11","1953/01","1954/25","1955/21","1967/23","1965/03","1953/01"," "
"Direction of Maximum Hourly Speed","W","NW","W","W","W","W","W","E","NW","NW","W","W","E",""
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Above 18 °C","0.0","0.0","0.0","0.0","0.1","0.9","2.4","2.3","0.0","0.0","0.0","0.0","5.7","A"
"Above 15 °C","0.0","0.0","0.0","0.0","1.5","8.6","22.2","17.2","0.7","0.0","0.0","0.0","50.1","A"
"Above 10 °C","0.0","0.0","0.0","0.1","19.3","78.7","134.9","107.3","20.6","0.5","0.0","0.0","361.6","A"
"Above 5 °C","0.0","0.0","0.1","13.4","100.9","217.4","288.7","257.2","113.9","13.1","0.0","0.0","1004.6","A"
"Above 0 °C","2.2","3.9","22.2","100.4","246.5","367.4","443.7","412.2","257.4","86.9","5.8","1.0","1949.5","A"
"Below 0 °C","415.8","257.9","127.8","14.8","0.8","0.0","0.0","0.0","0.1","22.9","202.5","359.9","1402.4","A"
"Below 5 °C","568.6","395.1","260.8","77.7","10.2","0.0","0.0","0.0","6.6","104.0","346.7","513.9","2283.6","A"
"Below 10 °C","723.6","536.2","415.6","214.5","83.6","11.4","1.3","5.1","63.4","246.5","496.7","668.9","3466.7","A"
"Below 15 °C","878.6","677.3","570.6","364.4","220.7","91.3","43.5","70.0","193.4","401.0","646.7","823.9","4981.3","A"
"Below 18 °C","971.6","762.0","663.6","454.4","312.3","173.5","116.8","148.1","282.7","494.0","736.7","916.9","6032.6","A"
"Bright Sunshine"
"Total Hours","33.7","67.1","121.2","183.0","226.5","218.8","243.3","232.6","147.2","73.3","30.5","23.5","1600.7","C"
"Days with measurable","15.6","19.1","26.1","28.4","29.6","27.7","29.7","29.6","27.1","22.1","14.1","12.9","281.7","C"
"% of possible daylight hours","14.1","24.8","33.1","43.1","45.0","41.8","46.4","49.9","38.3","22.6","12.2","10.7","31.8","C"
"Extreme Daily","6.3","8.3","11.2","14.1","15.3","15.4","15.7","14.8","11.8","9.8","6.8","6.0","",""
"Date (yyyy/dd)","2008/28","1978/25","1967/31","1968/30","1972/30","1969/12","1973/15","2008/05","2008/23","2008/01","2008/15","2008/01",""," "
"Humidex"
"Extreme Humidex","11.1","10.8","15.0","26.1","31.2","32.1","34.1","32.5","28.3","20.2","11.7","5.6","",""
"Date (yyyy/dd)","1963/06","1954/02","1962/30","1977/25","1963/22","1958/06","1971/30","1960/08","1955/14","1975/01","1969/02","1954/22",""," "
"Wind Chill"
"Extreme Wind Chill","-51.8","-42.5","-40.1","-26.1","-8.0","-3.3","-0.6","-2.7","-7.7","-20.0","-41.8","-47.5","",""
"Date (yyyy/dd)","1979/15","1979/14","1972/01","1972/02","1968/01","1974/12","1976/19","1973/19","1972/26","1966/28","1963/21","1978/30",""," "

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","June      15","C"
"Average Date of First Fall Frost","August    25","C"
"Average Length of Frost-Free Period","70 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Jul 04","Jun 27","Jun 24","Jun 17","Jun 10","Jun 07","Jun 04"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Jul 20","Aug 05","Aug 13","Aug 24","Aug 31","Sep 05","Sep 12"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","29","44","48","64","74","80","96"
