"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*TOPLEY LANDING","BC"," 54°48'57.000"" N","126°09'47.000"" W","722.0 m","1078209","",""
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"> 35 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Minimum Temperature"
"> 0 °C","0.30","0.52","0.77","5.1","21.1","29.5","31.0","30.9","26.1","12.9","1.8","0.27","160.1","A"
"<= 2 °C","31.0","28.0","31.0","29.0","16.9","3.1","0.27","0.65","8.5","25.3","29.8","31.0","234.4","A"
"<= 0 °C","30.7","27.7","30.2","24.9","9.9","0.54","0.0","0.12","3.9","18.1","28.2","30.7","205.1","A"
"< -2 °C","28.5","25.0","24.1","13.5","2.2","0.0","0.0","0.0","0.35","6.2","20.4","28.2","148.2","A"
"< -10 °C","14.6","13.0","7.0","0.54","0.0","0.0","0.0","0.0","0.0","0.38","4.1","11.6","51.2","A"
"< -20 °C","5.2","3.6","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.73","2.4","13.2","A"
"< - 30 °C","1.8","0.37","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.08","0.73","3.0","A"
"Days with Rainfall"
">= 0.2 mm","2.2","1.6","3.3","7.6","13.0","14.8","13.9","12.5","12.8","13.6","5.7","1.8","102.8","A"
">= 5 mm","0.30","0.19","0.15","0.88","2.4","3.9","3.0","2.8","2.7","2.9","0.81","0.19","20.2","A"
">= 10 mm","0.0","0.04","0.0","0.23","1.1","1.7","1.1","0.92","1.1","0.92","0.19","0.0","7.2","A"
">= 25 mm","0.0","0.0","0.0","0.0","0.0","0.08","0.12","0.08","0.08","0.0","0.0","0.0","0.36","A"
"Days With Snowfall"
">= 0.2 cm","13.9","10.1","7.3","3.0","0.58","0.0","0.0","0.0","0.0","2.7","12.0","13.4","63.0","A"
">= 5 cm","4.0","2.0","1.8","0.38","0.04","0.0","0.0","0.0","0.0","0.62","2.9","3.7","15.5","A"
">= 10 cm","0.81","0.59","0.54","0.15","0.04","0.0","0.0","0.0","0.0","0.27","1.0","1.0","4.4","A"
">= 25 cm","0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.08","0.0","0.19","A"
"Days with Precipitation"
">= 0.2 mm","15.4","11.0","9.7","9.6","13.4","14.8","13.9","12.5","12.8","15.0","16.0","14.6","158.7","A"
">= 5 mm","4.3","2.3","2.0","1.4","2.5","3.9","3.0","2.8","2.7","3.7","4.0","3.9","36.4","A"
">= 10 mm","0.89","0.63","0.54","0.42","1.1","1.7","1.1","0.92","1.1","1.3","1.2","1.0","11.9","A"
">= 25 mm","0.07","0.0","0.0","0.0","0.0","0.08","0.12","0.08","0.08","0.04","0.08","0.0","0.55","A"
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Above 18 °C","0.0","0.0","0.0","0.0","0.5","2.9","6.1","5.5","0.1","0.0","0.0","0.0","15.2","A"
"Above 15 °C","0.0","0.0","0.0","0.0","2.4","14.8","30.4","26.1","2.0","0.0","0.0","0.0","75.7","A"
"Above 10 °C","0.0","0.0","0.0","0.5","25.2","84.2","143.0","129.3","34.5","2.2","0.0","0.0","418.9","A"
"Above 5 °C","0.1","0.2","0.7","17.5","112.7","222.9","296.9","282.1","144.3","28.0","0.5","0.0","1105.8","A"
"Above 0 °C","5.0","9.6","34.9","114.6","260.1","372.8","451.9","437.1","292.2","131.9","19.8","4.0","2133.9","A"
"Below 0 °C","269.8","177.2","84.0","7.9","0.1","0.0","0.0","0.0","0.0","9.0","96.2","216.6","860.8","A"
"Below 5 °C","419.8","308.7","204.9","60.8","7.7","0.0","0.0","0.0","2.0","60.1","226.9","367.6","1658.6","A"
"Below 10 °C","574.8","449.5","359.1","193.8","75.3","11.4","1.1","2.2","42.3","189.3","376.4","522.6","2797.7","A"
"Below 15 °C","729.8","590.5","514.1","343.3","207.5","92.0","43.5","54.0","159.8","342.1","526.4","677.6","4280.4","A"
"Below 18 °C","822.8","675.0","607.1","433.3","298.5","170.1","112.2","126.4","247.9","435.1","616.4","770.6","5315.5","A"
"Evaporation"
"Lake Evaporation (mm)","","","","","2.7","3.1","3.1","2.6","1.6","","","","",""
"Bright Sunshine"
"Total Hours","45.2","90.7","156.9","201.9","237.4","232.0","260.0","243.5","173.0","100.0","42.0","28.4","1811.0","D"
"Days with measurable","15.0","21.2","27.8","28.6","29.6","28.7","29.8","30.1","27.9","24.2","15.3","12.2","290.2","D"
"% of possible daylight hours","18.5","33.2","42.8","47.8","47.6","44.9","50.2","52.6","45.2","30.6","16.5","12.5","36.9","D"
"Extreme Daily","7.1","9.5","11.3","13.3","14.4","14.8","15.2","14.2","12.7","9.6","7.2","6.3","",""
"Date (yyyy/dd)","1978/31","1978/25","1994/28","1976/26","1985/30","1978/28","1981/12","1975/12","1974/01","2001/03","1976/05","1981/06",""," "

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","May       26","A"
"Average Date of First Fall Frost","September 16","A"
"Average Length of Frost-Free Period","113 Days","A"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Jun 11","Jun 02","May 30","May 26","May 23","May 21","May 13"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Sep 06","Sep 10","Sep 12","Sep 18","Sep 21","Sep 26","Oct 01"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","92","103","107","111","119","121","136"
