"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*NANAIMO A","BC"," 49°03'16.000"" N","123°52'12.000"" W","28.0 m","1025370","","YCD"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
">= 10 cm","3.3","0.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.52","1.3","5.6","D"
">= 20 cm","1.0","0.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.22","0.59","1.9","D"
"Wind"
"Speed (km/h)","5.3","4.7","7.5","","","","","","","","","","",""
"Most Frequent Direction","SE","SE","S","CALM","CALM","CALM","CALM","CALM","CALM","CALM","CALM","CALM","CALM",""
"Maximum Hourly Speed (km/h)","51.0","46.0","48.0","48.0","37.0","39.0","46.0","41.0","41.0","52.0","52.0","48.0","52.0",""
"Date (yyyy/dd)","1955/15","1999/02","1963/28","1996/23","1982/25","1978/18","1994/09","1985/11","1993/11","1995/03","1994/16","1956/09","1994/16"," "
"Direction of Maximum Hourly Speed","SE","W","S","S","N","N","NE","N","NW","NW","W","SW","W",""
"Maximum Gust Speed (km/h)","82.0","64.0","71.0","56.0","51.0","69.0","48.0","42.0","55.0","72.0","64.0","64.0","82.0",""
"Date (yyyy/dd)","1964/19","1964/11","1963/11","1962/06","1963/06","1962/25","1962/16","1964/25","1964/25","1963/21","1961/01","1961/21","1964/19"," "
"Direction of Maximum Gust","S","W","NW","N","S","SW","N","SW","W","S","N","W","S",""
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.1","0.8","0.6","0.0","0.0","0.0","0.0","1.5","C"
"Above 18 °C","0.0","0.0","0.0","0.0","1.5","11.4","32.0","32.6","5.0","0.0","0.0","0.0","82.5","C"
"Above 15 °C","0.0","0.0","0.0","0.4","11.5","40.6","98.0","101.0","31.3","1.0","0.0","0.0","283.5","C"
"Above 10 °C","0.2","0.3","1.7","19.9","86.8","166.9","250.0","254.1","148.6","33.2","3.2","0.2","965.0","C"
"Above 5 °C","19.9","22.5","55.3","121.1","232.2","316.7","405.0","409.1","297.9","153.8","46.8","14.2","2094.4","C"
"Above 0 °C","118.1","125.3","196.9","270.0","387.2","466.7","560.0","564.1","447.9","307.0","171.3","105.2","3719.6","C"
"Below 0 °C","9.3","4.6","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","10.2","29.0","C"
"Below 5 °C","66.1","42.9","14.0","1.1","0.0","0.0","0.0","0.0","0.0","1.9","29.9","74.1","229.9","C"
"Below 10 °C","201.3","161.8","115.4","49.9","9.6","0.2","0.0","0.0","0.7","36.3","136.3","215.1","926.5","C"
"Below 15 °C","356.2","302.6","268.7","180.3","89.3","23.9","3.0","1.9","33.4","159.0","283.1","369.9","2071.2","C"
"Below 18 °C","449.2","387.2","361.7","270.0","172.4","84.7","30.0","26.6","97.1","251.1","373.1","462.9","2965.9","C"
"Bright Sunshine"
"Total Hours","56.8","88.6","133.1","179.0","224.4","226.1","288.8","280.0","213.9","131.9","67.0","50.8","1940.2","D"
"Days with measurable","18.3","20.6","25.4","26.6","28.8","28.0","29.9","29.7","28.5","24.4","18.8","16.5","295.3","D"
"% of possible daylight hours","21.0","31.0","36.2","43.6","47.4","46.7","59.1","62.8","56.4","39.3","24.3","19.7","40.6","D"
"Extreme Daily","8.4","10.1","11.3","13.7","14.6","15.8","15.0","14.4","12.8","11.2","8.7","8.0","",""
"Date (yyyy/dd)","1996/31","1995/28","1966/26","1989/29","1985/15","2000/16","2001/06","1996/22","1988/01","1999/21","1995/01","1988/16",""," "
"Humidex"
"Extreme Humidex","16.0","17.8","21.3","26.2","37.0","36.4","40.8","42.9","35.7","29.5","20.2","20.1","",""
"Date (yyyy/dd)","1968/20","1968/27","1994/28","1987/27","1983/29","1969/17","2009/29","1974/29","1988/03","1987/01","1975/03","1980/26",""," "
"Days with Humidex >= 30","0.0","0.0","0.0","","","","","","","","","","",""
"Days with Humidex >= 35","0.0","0.0","0.0","","","","","","","","","","",""
"Days with Humidex >= 40","0.0","0.0","0.0","","","","","","","","","","",""
"Wind Chill"
"Extreme Wind Chill","-22.4","-18.4","-14.1","-6.7","-6.7","0.0","0.0","0.0","-2.7","-6.7","-22.0","-21.2","",""
"Date (yyyy/dd)","1969/25","1989/01","1955/05","1954/14","1954/01","1954/01","1954/01","1954/01","1961/29","1956/28","1955/14","1964/16",""," "
"Days with Wind Chill < -20","0.0","0.0","0.0","","","","","","","","","","",""
"Days with Wind Chill < -30","0.0","0.0","0.0","","","","","","","","","","",""
"Days with Wind Chill < -40","0.0","0.0","0.0","","","","","","","","","","",""
"Humidity"
"Average Vapour Pressure (kPa)","0.9","0.8","0.7","","","","","","","","","","",""
"Average Relative Humidity - 0600LST (%)","92.8","90.2","89.7","86.9","82.0","79.0","78.5","82.8","87.1","90.1","91.4","91.8","86.9","A"
"Average Relative Humidity - 1500LST (%)","81.5","71.1","65.5","59.6","57.8","57.0","52.7","52.1","56.2","68.5","78.4","83.2","65.3","A"
"Pressure"
"Average Station Pressure (kPa)","100.6","101.1","101.2","","","","","","","","","","",""
"Average Sea Level Pressure (kPa)","101.0","101.5","101.6","","","","","","","","","","",""
"Visibility (hours with)"
"< 1 km","","4.0","0.0","","","","","","","","","","",""
"1 to 9 km","","151.0","19.0","","","","","","","","","","",""
"> 9 km","","517.0","725.0","","","","","","","","","","",""
"Cloud Amount (hours with)"
"0 to 2 tenths","","131.0","93.0","","","","","","","","","","",""
"3 to 7 tenths","","90.0","154.0","","","","","","","","","","",""
"8 to 10 tenths","","451.0","497.0","","","","","","","","","","",""

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","April     14","C"
"Average Date of First Fall Frost","October   26","C"
"Average Length of Frost-Free Period","194 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","May 16","May 07","May 04","Apr 26","Apr 18","Apr 14","Apr 05"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Oct 01","Oct 13","Oct 15","Oct 18","Oct 24","Oct 28","Nov 02"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","148","160","165","173","185","194","216"
