"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*HIXON","BC"," 53°31'53.001"" N","122°41'58.006"" W","551.0 m","1093474","",""
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Average Snow Depth (cm)","31","34","20","3","0","0","0","0","0","0","6","17","9","C"
"Median Snow Depth (cm)","31","34","20","2","0","0","0","0","0","0","4","17","9","C"
"Snow Depth at Month-end (cm)","35","29","9","0","0","0","0","0","0","1","11","27","9","C"
"Extreme Daily Rainfall (mm)","18.0","12.7","16.0","19.0","21.8","32.8","42.4","19.8","42.4","26.8","20.6","20.3","",""
"Date (yyyy/dd)","1989/29","1977/11","1974/16","2000/21","1981/30","1993/27","2000/02","1988/08","1982/08","1996/27","2004/14","1976/15",""," "
"Extreme Daily Snowfall (cm)","29.0","28.4","18.0","12.8","7.6","0.0","0.0","0.0","1.0","10.0","27.9","36.4","",""
"Date (yyyy/dd)","1988/28","1979/08","1997/01","2002/06","1977/04","1970/01","1970/01","1970/01","1992/15","1984/29","1975/25","1990/29",""," "
"Extreme Daily Precipitation (mm)","29.0","28.4","18.0","19.0","21.8","32.8","42.4","19.8","42.4","28.8","27.9","36.4","",""
"Date (yyyy/dd)","1988/28","1979/08","1997/01","2000/21","1981/30","1993/27","2000/02","1988/08","1982/08","1996/27","1975/25","1990/29",""," "
"Extreme Snow Depth (cm)","130","128","117","86","10","0","0","0","0","14","40","92","",""
"Date (yyyy/dd)","1982/31","1982/01","1982/01","1982/01","1982/01","1981/01","1981/01","1980/01","1981/01","2004/23","1986/20","1990/31",""," "
"Days with Maximum Temperature"
"<= 0 °C","17.2","10.7","3.4","0.20","0.04","0.0","0.0","0.0","0.0","1.0","9.1","18.5","60.2","C"
"> 0 °C","13.8","17.5","27.6","29.8","31.0","30.0","31.0","31.0","30.0","30.0","20.9","12.5","305.0","C"
"> 10 °C","0.22","0.93","7.4","21.2","29.8","30.0","31.0","31.0","28.2","16.2","1.2","0.04","197.2","C"
"> 20 °C","0.0","0.0","0.0","1.9","10.6","17.2","24.2","23.0","9.9","1.1","0.0","0.0","88.1","C"
"> 30 °C","0.0","0.0","0.0","0.0","0.28","1.3","3.4","3.2","0.25","0.0","0.0","0.0","8.4","C"
"> 35 °C","0.0","0.0","0.0","0.0","0.04","0.0","0.16","0.19","0.04","0.0","0.0","0.0","0.43","C"
"Days with Minimum Temperature"
"> 0 °C","1.5","1.4","2.3","8.9","23.4","29.7","31.0","30.8","25.9","15.2","4.0","1.2","175.3","A"
"<= 2 °C","30.6","27.6","30.5","25.7","12.6","1.4","0.08","0.65","7.0","21.2","28.3","30.5","216.0","A"
"<= 0 °C","29.5","26.9","28.7","21.1","7.6","0.31","0.0","0.19","3.8","15.8","25.9","29.8","189.5","A"
"< -2 °C","25.3","22.0","21.7","12.0","1.7","0.0","0.0","0.04","1.0","7.1","18.0","24.9","133.7","A"
"< -10 °C","12.2","9.5","4.7","0.20","0.0","0.0","0.0","0.0","0.0","0.54","4.8","11.7","43.7","A"
"< -20 °C","5.4","2.9","0.88","0.0","0.0","0.0","0.0","0.0","0.0","0.12","1.4","3.1","13.8","A"
"< - 30 °C","1.7","0.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.27","0.88","3.2","A"
"Days with Rainfall"
">= 0.2 mm","3.7","3.8","6.7","9.4","14.1","15.9","15.4","12.8","13.4","14.9","8.1","2.9","121.0","A"
">= 5 mm","0.93","0.41","0.69","1.9","3.0","4.9","4.9","3.2","3.8","4.2","1.9","0.73","30.4","A"
">= 10 mm","0.22","0.04","0.08","0.65","0.85","1.7","1.9","1.0","1.6","1.2","0.65","0.04","10.0","A"
">= 25 mm","0.0","0.0","0.0","0.0","0.0","0.12","0.19","0.0","0.08","0.08","0.0","0.0","0.47","A"
"Days With Snowfall"
">= 0.2 cm","12.3","7.5","6.3","2.2","0.31","0.0","0.0","0.0","0.04","2.4","9.5","11.8","52.3","A"
">= 5 cm","3.7","1.6","1.0","0.27","0.04","0.0","0.0","0.0","0.0","0.58","2.8","3.3","13.4","A"
">= 10 cm","1.5","0.30","0.28","0.12","0.0","0.0","0.0","0.0","0.0","0.04","0.58","1.5","4.3","A"
">= 25 cm","0.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.15","A"
"Days with Precipitation"
">= 0.2 mm","14.6","10.4","11.2","10.9","14.3","15.9","15.4","12.8","13.4","16.2","15.4","13.9","164.3","A"
">= 5 mm","4.8","2.1","2.2","2.2","3.1","4.9","4.9","3.2","3.8","4.9","4.5","4.1","44.6","A"
">= 10 mm","1.8","0.37","0.40","0.77","0.85","1.7","1.9","1.0","1.6","1.3","1.5","1.7","14.9","A"
">= 25 mm","0.11","0.0","0.0","0.0","0.0","0.12","0.19","0.0","0.08","0.08","0.04","0.04","0.66","A"
"Days with Snow Depth"
">= 1 cm","28.0","27.4","20.4","3.8","0.21","0.0","0.0","0.0","0.0","1.0","14.5","27.9","123.2","D"
">= 5 cm","26.8","27.3","19.6","3.1","0.13","0.0","0.0","0.0","0.0","0.37","8.2","24.9","110.4","D"
">= 10 cm","25.2","26.8","18.2","2.5","0.04","0.0","0.0","0.0","0.0","0.11","5.2","21.4","99.4","D"
">= 20 cm","22.7","22.8","14.4","1.9","0.0","0.0","0.0","0.0","0.0","0.0","2.4","11.8","75.9","D"
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Above 18 °C","0.0","0.0","0.0","0.0","1.0","5.5","18.4","16.4","1.1","0.0","0.0","0.0","42.5","C"
"Above 15 °C","0.0","0.0","0.0","0.2","7.0","29.5","66.8","57.5","9.8","0.3","0.0","0.0","170.9","C"
"Above 10 °C","0.0","0.0","0.1","6.2","59.7","137.3","208.2","192.3","70.7","8.3","0.2","0.0","683.0","C"
"Above 5 °C","0.8","1.1","6.0","53.5","183.2","286.1","363.2","347.1","195.7","56.7","3.5","0.4","1497.1","C"
"Above 0 °C","15.6","25.8","70.3","178.6","336.4","436.1","518.2","502.1","344.4","178.9","38.5","12.8","2657.6","C"
"Below 0 °C","223.2","133.3","50.5","2.8","0.1","0.0","0.0","0.0","0.0","9.2","82.8","193.8","695.6","C"
"Below 5 °C","363.4","249.6","141.2","27.8","1.9","0.0","0.0","0.0","1.3","41.9","197.8","336.4","1361.3","C"
"Below 10 °C","517.7","389.7","290.2","130.5","33.4","1.3","0.0","0.2","26.3","148.5","344.5","491.0","2373.2","C"
"Below 15 °C","672.7","530.8","445.1","274.4","135.7","43.4","13.5","20.4","115.4","295.5","494.3","646.0","3687.3","C"
"Below 18 °C","765.7","615.5","538.1","364.2","222.7","109.5","58.2","72.3","196.7","388.3","584.3","739.0","4654.5","C"

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","May       26","C"
"Average Date of First Fall Frost","September 19","C"
"Average Length of Frost-Free Period","115 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Jun 07","May 31","May 29","May 25","May 23","May 21","May 12"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Sep 10","Sep 15","Sep 17","Sep 21","Sep 25","Sep 29","Oct 07"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","105","109","112","118","121","127","135"
