"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*GREEN ISLAND","BC"," 54°34'07.020"" N","130°42'29.020"" W","11.9 m","1063298","","WNJ"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Date (yyyy/dd)","1997/09","1996/12","2003/28","2001/23","1979/25","1990/20","1988/23","2001/25","2001/22","1986/19","1987/19","1984/05",""," "
"Extreme Daily Snowfall (cm)","21.5","21.7","17.0","8.0","0.0","0.0","0.0","0.0","0.0","4.0","20.0","22.2","",""
"Date (yyyy/dd)","1998/06","1979/07","1987/03","1982/17","1979/01","1979/01","1979/01","1979/01","1979/01","2001/27","2006/29","1978/31",""," "
"Extreme Daily Precipitation (mm)","90.6","94.0","63.0","93.2","69.8","67.0","65.2","83.2","137.6","130.0","100.8","87.0","",""
"Date (yyyy/dd)","1997/09","1996/12","2003/28","2001/23","1979/25","1990/20","1988/23","2001/25","2001/22","1986/19","1987/19","1984/05",""," "
"Extreme Snow Depth (cm)","28","23","15","3","0","0","0","0","0","1","20","18","",""
"Date (yyyy/dd)","1998/07","2004/01","1987/03","1986/10","1981/01","1981/01","1981/01","1980/01","1981/01","1984/29","2006/30","2006/01",""," "
"Days with Maximum Temperature"
"<= 0 °C","4.2","1.9","0.65","0.0","0.0","0.0","0.0","0.0","0.0","0.12","1.5","2.2","10.5","C"
"> 0 °C","26.9","26.4","30.4","30.0","31.0","30.0","31.0","31.0","30.0","30.9","28.5","28.8","354.8","C"
"> 10 °C","0.59","0.37","1.7","11.1","25.5","29.8","31.0","31.0","29.7","18.7","2.2","0.73","182.4","C"
"> 20 °C","0.0","0.0","0.0","0.0","0.40","1.6","3.7","3.6","0.44","0.0","0.0","0.0","9.7","C"
"> 30 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"> 35 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Days with Minimum Temperature"
"> 0 °C","22.4","22.4","28.3","29.9","31.0","30.0","31.0","31.0","30.0","30.8","26.4","24.8","338.0","A"
"<= 2 °C","15.2","12.2","8.5","2.4","0.16","0.0","0.0","0.0","0.0","0.42","7.5","13.2","59.5","A"
"<= 0 °C","8.6","5.8","2.7","0.15","0.0","0.0","0.0","0.0","0.0","0.19","3.6","6.2","27.2","A"
"< -2 °C","5.6","2.7","1.4","0.0","0.0","0.0","0.0","0.0","0.0","0.15","1.8","2.9","14.5","A"
"< -10 °C","0.22","0.19","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.12","0.15","0.72","A"
"< -20 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"< - 30 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Rainfall"
">= 0.2 mm","21.5","18.3","22.5","20.8","19.4","18.3","19.5","20.1","22.1","25.7","24.1","23.7","256.0","A"
">= 5 mm","13.8","9.8","11.1","9.7","8.6","6.3","6.5","8.9","12.0","17.4","16.1","14.7","134.6","A"
">= 10 mm","9.3","5.7","6.5","5.2","4.5","3.3","3.2","6.0","8.4","12.0","10.2","9.1","83.5","A"
">= 25 mm","2.6","1.0","1.6","1.2","0.60","0.80","0.65","1.6","3.0","4.0","3.0","2.5","22.6","A"
"Days With Snowfall"
">= 0.2 cm","3.1","2.9","1.8","0.38","0.0","0.0","0.0","0.0","0.0","0.23","1.5","3.0","12.9","A"
">= 5 cm","0.81","0.74","0.27","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.36","0.76","3.0","A"
">= 10 cm","0.41","0.30","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.20","0.99","A"
">= 25 cm","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A"
"Days with Precipitation"
">= 0.2 mm","22.7","19.4","22.9","20.8","19.4","18.3","19.5","20.1","22.1","25.9","24.6","24.8","260.4","A"
">= 5 mm","14.7","10.6","11.4","9.7","8.6","6.3","6.5","8.9","12.0","17.4","16.4","15.6","137.9","A"
">= 10 mm","9.7","6.3","6.6","5.3","4.5","3.3","3.2","6.0","8.4","12.0","10.3","9.4","85.1","A"
">= 25 mm","2.7","1.0","1.6","1.2","0.60","0.80","0.65","1.6","3.0","4.0","3.0","2.6","22.8","A"
"Days with Snow Depth"
">= 1 cm","3.6","2.5","0.28","0.08","0.0","0.0","0.0","0.0","0.0","0.04","0.30","1.7","8.6","D"
">= 5 cm","1.5","1.3","0.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.63","3.5","D"
">= 10 cm","1.0","0.63","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.26","1.9","D"
">= 20 cm","0.20","0.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.0","0.67","D"
"Wind"
"Maximum Hourly Speed (km/h)","106.0","120.0","98.0","96.0","85.0","157.0","65.0","74.0","85.0","95.0","107.0","102.0","157.0",""
"Date (yyyy/dd)","1988/09","1991/05","1984/25","1985/12","1984/19","1987/13","1983/07","2001/31","1983/25","2001/26","1984/22","1987/13","1987/13"," "
"Direction of Maximum Hourly Speed","NE","S","SE","S","SE","S","SE","SE","S","SE","SE","S","S",""
"Degree Days"
"Above 24 °C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","C"
"Above 18 °C","0.0","0.0","0.0","0.0","0.0","0.8","0.4","0.8","0.0","0.0","0.0","0.0","2.0","C"
"Above 15 °C","0.0","0.0","0.0","0.0","0.9","4.7","13.4","16.1","1.5","0.0","0.0","0.0","36.5","C"
"Above 10 °C","0.0","0.0","0.0","3.6","28.6","87.6","140.9","147.8","72.3","9.0","0.2","0.0","489.9","C"
"Above 5 °C","16.2","14.4","28.4","74.0","160.5","236.6","295.9","302.8","220.6","122.8","36.9","19.9","1528.9","C"
"Above 0 °C","118.9","115.9","161.8","221.6","315.4","386.6","450.9","457.8","370.6","276.3","163.2","132.4","3171.2","C"
"Below 0 °C","18.6","8.1","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.3","6.7","11.1","47.4","C"
"Below 5 °C","71.0","47.7","24.2","2.4","0.1","0.0","0.0","0.0","0.0","1.8","30.5","53.6","231.2","C"
"Below 10 °C","209.7","174.4","150.8","82.0","23.1","1.0","0.0","0.0","1.7","43.0","143.7","188.7","1018.3","C"
"Below 15 °C","364.7","315.5","305.8","228.5","150.4","68.1","27.5","23.3","81.0","189.0","293.5","343.7","2391.0","C"
"Below 18 °C","457.7","400.2","398.8","318.5","242.6","154.2","107.4","101.1","169.5","282.0","383.5","436.7","3452.2","C"
"Humidex"
"Extreme Humidex","16.9","9.4","12.8","16.1","22.0","25.6","27.0","33.3","22.0","17.0","11.8","12.0","",""
"Date (yyyy/dd)","1970/01","1998/15","1998/21","1998/30","1995/24","1995/28","1994/24","1994/08","1995/06","2000/09","2000/03","1997/12",""," "
"Wind Chill"
"Extreme Wind Chill","-21.9","-18.9","-12.7","-9.5","0.0","0.0","0.0","0.0","0.0","0.0","-17.7","-22.7","",""
"Date (yyyy/dd)","1996/28","1994/24","1995/04","1996/01","1994/01","1994/01","1994/01","1994/01","1994/01","1994/01","1996/21","1996/29",""," "

"1981 to 2010 Canadian Climate Normals station data (Frost-Free)"
"","Frost-Free:","Code"
"Average Date of Last Spring Frost","March     06","C"
"Average Date of First Fall Frost","November  24","C"
"Average Length of Frost-Free Period","262 Days","C"
"Probability of last temperature in spring of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Apr 14","Mar 20","Mar 15","Mar 06","Feb 24","Feb 17","Feb 02"
"Probability of first temperature in fall of 0 °C or lower on or after indicated dates","10%","25%","33%","50%","66%","75%","90%"
"Date","Nov 03","Nov 10","Nov 15","Nov 21","Dec 08","Dec 12","Dec 19"
"Probability of frost-free period equal to or less than indicated period (Days)","10%","25%","33%","50%","66%","75%","90%"
"Days","213","238","246","262","283","292","304"
